feature	ref_CI	permuted_CI	algo	model
1	ASXL1	0.627906217345872	0.624634273772205	Lasso	gen_clin
2	ASXL1	0.627906217345872	0.62373301985371	Lasso	gen_clin
3	ASXL1	0.627906217345872	0.624020376175549	Lasso	gen_clin
4	ASXL1	0.627906217345872	0.621401515151515	Lasso	gen_clin
5	BCOR	0.627906217345872	0.62796499477534	Lasso	gen_clin
6	BCOR	0.627906217345872	0.628082549634274	Lasso	gen_clin
7	BCOR	0.627906217345872	0.628128265412748	Lasso	gen_clin
8	BCOR	0.627906217345872	0.627742946708464	Lasso	gen_clin
9	CBL	0.627906217345872	0.627906217345872	Lasso	gen_clin
10	CBL	0.627906217345872	0.627906217345872	Lasso	gen_clin
11	CBL	0.627906217345872	0.627906217345872	Lasso	gen_clin
12	CBL	0.627906217345872	0.627906217345872	Lasso	gen_clin
13	CEBPA_bi	0.627906217345872	0.627906217345872	Lasso	gen_clin
14	CEBPA_bi	0.627906217345872	0.627906217345872	Lasso	gen_clin
15	CEBPA_bi	0.627906217345872	0.627906217345872	Lasso	gen_clin
16	CEBPA_bi	0.627906217345872	0.627906217345872	Lasso	gen_clin
17	CEBPA_mono	0.627906217345872	0.627906217345872	Lasso	gen_clin
18	CEBPA_mono	0.627906217345872	0.627906217345872	Lasso	gen_clin
19	CEBPA_mono	0.627906217345872	0.627906217345872	Lasso	gen_clin
20	CEBPA_mono	0.627906217345872	0.627906217345872	Lasso	gen_clin
21	DNMT3A	0.627906217345872	0.627906217345872	Lasso	gen_clin
22	DNMT3A	0.627906217345872	0.627906217345872	Lasso	gen_clin
23	DNMT3A	0.627906217345872	0.627906217345872	Lasso	gen_clin
24	DNMT3A	0.627906217345872	0.627906217345872	Lasso	gen_clin
25	EZH2	0.627906217345872	0.627906217345872	Lasso	gen_clin
26	EZH2	0.627906217345872	0.627906217345872	Lasso	gen_clin
27	EZH2	0.627906217345872	0.627906217345872	Lasso	gen_clin
28	EZH2	0.627906217345872	0.627906217345872	Lasso	gen_clin
29	ITD	0.627906217345872	0.627906217345872	Lasso	gen_clin
30	ITD	0.627906217345872	0.627906217345872	Lasso	gen_clin
31	ITD	0.627906217345872	0.627906217345872	Lasso	gen_clin
32	ITD	0.627906217345872	0.627906217345872	Lasso	gen_clin
33	FLT3_TKD	0.627906217345872	0.627906217345872	Lasso	gen_clin
34	FLT3_TKD	0.627906217345872	0.627906217345872	Lasso	gen_clin
35	FLT3_TKD	0.627906217345872	0.627906217345872	Lasso	gen_clin
36	FLT3_TKD	0.627906217345872	0.627906217345872	Lasso	gen_clin
37	FLT3_other	0.627906217345872	0.627906217345872	Lasso	gen_clin
38	FLT3_other	0.627906217345872	0.627906217345872	Lasso	gen_clin
39	FLT3_other	0.627906217345872	0.627906217345872	Lasso	gen_clin
40	FLT3_other	0.627906217345872	0.627906217345872	Lasso	gen_clin
